null_type,realization,Galaxy,T,n_pts,n_shells,chi2,bic
scramble,1,UGC04278,7,25,0,21.128805762572032,27.566557412308434
scramble,1,UGC04325,9,8,0,1.8979919194235384,6.05687500278321
scramble,1,UGC04499,8,9,0,0.9594590421504934,5.353908196822933
scramble,1,UGC05253,2,73,0,184.58297814724892,193.1638970295457
scramble,1,UGC05716,9,12,1,16.331050761377224,28.755584010317225
scramble,1,UGC05721,7,23,0,10.252926069793036,16.523914501651333
scramble,1,UGC05986,9,15,0,19.70812027030164,25.124220672506063
scramble,1,UGC06399,9,9,0,0.2760550052288156,4.670504159901255
scramble,1,UGC06446,7,17,0,4.4155691184547,10.081995806567132
scramble,1,UGC06667,6,9,0,1.3682407851861158,5.762689939858555
scramble,1,UGC06787,2,55,2,1506.7004730790698,1538.7591385609296
scramble,1,UGC06818,9,8,0,10.019900822634789,14.178783905994461
scramble,1,UGC06917,9,11,0,1.6512213088510008,6.447011854447743
scramble,1,UGC06930,7,10,0,0.7061963557903522,5.311366541778444
scramble,1,UGC06983,6,17,0,3.288970510465097,8.95539719857753
scramble,1,UGC07125,9,13,0,3.6808192476023245,8.810717962525398
scramble,1,UGC07151,6,11,0,6.89816998605931,11.693960531656051
scramble,1,UGC07261,8,7,0,1.6250473215536583,5.516867619664285
scramble,1,UGC07399,8,10,1,8.29653356263592,19.809459027606152
scramble,1,UGC07524,9,31,0,9.465470984465465,16.33344539343576
scramble,1,UGC07603,7,12,0,4.113642762300362,9.083456061876362
scramble,1,UGC08286,6,17,1,15.794909534258162,29.96097625453924
scramble,1,UGC08490,9,30,0,16.82296440877132,23.62535917209563
scramble,1,UGC08550,7,11,1,5.161297173722679,17.15077353771453
scramble,1,UGC08699,2,37,1,124.27633396483994,142.33092352806105
scramble,1,UGC09037,6,19,0,31.864814343807016,37.753692302139896
scramble,1,UGC09133,2,64,1,765.5902971806752,786.3847125974735
scramble,1,UGC10310,9,7,0,0.5073191260952354,4.3991394242058615
scramble,1,UGC11455,6,33,1,61.931445567860344,79.41398337519274
scramble,1,UGC11914,2,63,2,403.7744105477211,436.91948835885336
scramble,1,UGC12506,6,31,0,14.99273898437611,21.8607133933464
scramble,1,UGC12632,9,15,0,0.7804061114649458,6.196506513669366
scramble,1,UGCA442,9,8,0,3.6391306963187335,7.798013779678405
scramble,2,ESO079-G014,4,15,0,14.569037505555036,19.985137907759455
scramble,2,ESO116-G012,7,15,0,12.184764141694261,17.60086454389868
scramble,2,ESO563-G021,4,27,2,53.118405579990345,79.48510050802497
scramble,2,F568-V1,7,15,0,1.462047344645659,6.878147746850079
scramble,2,F571-8,5,9,0,8.856034620794608,13.250483775467046
scramble,2,F571-V1,7,7,0,0.1203769540122532,4.0121972521228795
scramble,2,F574-1,7,14,0,1.0341457260270954,6.312260385257613
scramble,2,F583-1,9,25,0,15.983719895908283,22.421471545644685
scramble,2,IC2574,9,34,2,56.97218798746169,85.18307218439098
scramble,2,IC4202,4,29,1,46.75859094901802,63.59507009895039
scramble,2,NGC0024,5,29,0,18.443169043257505,25.177760703230454
scramble,2,NGC0055,9,21,0,10.653022488628876,16.742067364075723
scramble,2,NGC0100,6,21,0,3.2612677479790904,9.350312623425935
scramble,2,NGC0247,7,26,2,263.77629334427365,289.8410656484455
scramble,2,NGC0289,4,28,0,52.331878658268344,58.99628767861875
scramble,2,NGC0300,7,25,0,22.8818861344136,29.319637784150004
scramble,2,NGC0801,5,11,1,70.50784239399252,82.49731875798437
scramble,2,NGC0891,3,14,0,29.500862134109422,34.778976793339936
scramble,2,NGC1003,6,36,0,155.05399760062133,162.22103547753355
scramble,2,NGC1090,4,22,0,43.100220419569915,49.28230532628655
scramble,2,NGC2403,6,73,2,1496.7172268697543,1531.0409023989414
scramble,2,NGC2683,3,11,0,9.01556523763436,13.811355783231102
scramble,2,NGC2841,3,50,0,271.4073088617132,279.2313548725695
scramble,2,NGC2903,4,29,1,73.14778206418538,89.98426121411775
scramble,2,NGC2976,5,24,0,11.470821278586266,17.82692893928216
scramble,2,NGC2998,5,13,2,49.755820927503365,70.27541578719566
scramble,2,NGC3109,9,25,1,16.697191567568535,32.79157069190954
scramble,2,NGC3198,5,40,0,67.9516404297739,75.32939933800178
scramble,2,NGC3521,4,41,0,22.181585498620365,29.608729632028982
scramble,2,NGC3726,5,12,0,35.675143080153326,40.64495637972933
scramble,2,NGC3769,3,11,0,4.942307042085408,9.738097587682148
scramble,2,NGC3877,5,11,0,7.03503307472562,11.830823620322361
scramble,2,NGC3893,5,10,0,1.9218699273648956,6.527040113352987
scramble,2,NGC3917,6,16,0,5.368788187806336,10.913965632285898
scramble,2,NGC3949,4,7,0,0.9888842005907776,4.880704498701404
scramble,2,NGC3953,4,8,0,0.7829055359716438,4.941788619331315
scramble,2,NGC3972,4,10,0,16.39605299630442,21.001223182292513
scramble,2,NGC3992,4,9,0,7.381518216269848,11.775967370942286
scramble,2,NGC4010,7,12,0,17.35925007241053,22.32906337198653
scramble,2,NGC4013,3,36,0,80.53183294188568,87.6988708187979
scramble,2,NGC4051,4,7,0,2.507436239915325,6.399256538025952
scramble,2,NGC4085,5,5,0,1.1915448730135114,4.410420697881712
scramble,2,NGC4088,4,9,0,1.7622260716386196,6.156675226311059
scramble,2,NGC4100,4,24,0,12.589887707833622,18.945995368529513
scramble,2,NGC4157,3,15,0,3.261326078059956,8.677426480264376
scramble,2,NGC4183,6,23,0,11.50114403155569,17.77213246341399
scramble,2,NGC4217,3,11,0,5.391498379462498,10.187288925059239
scramble,2,NGC4559,6,32,0,8.0727624678423,15.004234273441753
scramble,2,NGC5005,4,13,0,0.17777863524785015,5.307677350170923
scramble,2,NGC5033,5,20,0,115.7984629254548,121.78992747256278
scramble,2,NGC5055,4,22,2,97.8860078638421,122.61434749070862
scramble,2,NGC5371,4,19,2,201.62861171195166,225.18412354528317
scramble,2,NGC5585,7,24,1,272.94969123724,288.83996038897976
scramble,2,NGC5907,5,19,0,244.16894765581426,250.05782561414713
scramble,2,NGC5985,3,33,0,75.2867025734423,82.27971769637526
scramble,2,NGC6015,6,44,2,762.7506354253868,793.0241524967329
scramble,2,NGC6195,3,20,1,12.48660104847941,27.465262416249363
scramble,2,NGC6503,6,31,0,139.59255266052486,146.46052706949516
scramble,2,NGC6674,3,15,0,209.78844825252605,215.20454865473047
scramble,2,NGC6946,6,55,0,46.235710667953036,54.25037703841798
scramble,2,NGC7331,3,28,0,15.715990782339938,22.380399802690345
scramble,2,NGC7814,2,16,0,12.52913009438144,18.074307538861003
scramble,2,UGC00128,8,22,2,209.0117804830745,233.74012010994102
scramble,2,UGC01281,8,25,1,10.877848517818684,26.972227642159687
scramble,2,UGC02259,8,8,0,13.962887868020012,18.121770951379684
scramble,2,UGC02885,5,19,0,54.63274293889196,60.521620897224835
scramble,2,UGC02916,2,32,1,265.5721287791792,282.9008082931778
scramble,2,UGC02953,2,106,2,4730.539761242688,4767.847273995584
scramble,2,UGC03205,2,46,2,459.005963358418,489.6350945303308
scramble,2,UGC04278,7,25,1,5.958155503995849,22.05253462833685
scramble,2,UGC04325,9,8,0,1.5263646633604324,5.685247746720104
scramble,2,UGC04499,8,9,0,0.9826983169292003,5.377147471601639
scramble,2,UGC05253,2,73,2,636.9580245635401,671.2817000927272
scramble,2,UGC05716,9,12,2,18.11633598340029,37.99558918170429
scramble,2,UGC05721,7,23,1,6.392986714776627,22.070457794422374
scramble,2,UGC05986,9,15,0,16.80761000118545,22.22371040338987
scramble,2,UGC06399,9,9,0,0.22219673119380504,4.6166458858662445
scramble,2,UGC06446,7,17,0,7.117118892688866,12.783545580801299
scramble,2,UGC06667,6,9,0,0.8359338233214602,5.2303829779939
scramble,2,UGC06787,2,55,2,853.2926766801322,885.351342161992
scramble,2,UGC06818,9,8,0,17.905027743540053,22.063910826899725
scramble,2,UGC06917,9,11,0,2.126420629745197,6.922211175341938
scramble,2,UGC06930,7,10,0,1.101725857174464,5.706896043162556
scramble,2,UGC06983,6,17,0,4.552859885223149,10.21928657333558
scramble,2,UGC07125,9,13,0,3.4175731967366585,8.547471911659732
scramble,2,UGC07151,6,11,0,5.688056846660615,10.483847392257356
scramble,2,UGC07261,8,7,0,1.4360447836882866,5.3278650817989135
scramble,2,UGC07399,8,10,0,11.013483038261501,15.618653224249593
scramble,2,UGC07524,9,31,0,5.242776943810643,12.110751352780936
scramble,2,UGC07603,7,12,0,2.306303945812662,7.276117245388663
scramble,2,UGC08286,6,17,0,16.116778161802124,21.783204849914554
scramble,2,UGC08490,9,30,0,13.106077691187313,19.908472454511625
scramble,2,UGC08550,7,11,1,2.040629949362755,14.030106313354608
scramble,2,UGC08699,2,37,0,102.18060743141704,109.4024432567055
scramble,2,UGC09037,6,19,0,24.331493692562255,30.220371650895135
scramble,2,UGC09133,2,64,1,2174.5116054715454,2195.306020888344
scramble,2,UGC10310,9,7,0,0.3886822046460554,4.280502502756682
scramble,2,UGC11455,6,33,0,47.254991838074204,54.248006961007164
scramble,2,UGC11914,2,63,2,136.5795441249275,169.72462193605978
scramble,2,UGC12506,6,31,0,14.734962924690835,21.602937333661128
scramble,2,UGC12632,9,15,0,0.7243123858564728,6.1404127880608925
scramble,2,UGCA442,9,8,1,0.43873797167764766,10.835945680076827
scramble,3,ESO079-G014,4,15,0,16.214584400910482,21.630684803114903
scramble,3,ESO116-G012,7,15,0,24.39705433095317,29.813154733157592
scramble,3,ESO563-G021,4,27,2,68.21924212059915,94.58593704863378
scramble,3,F568-V1,7,15,0,0.812106293687409,6.22820669589183
scramble,3,F571-8,5,9,0,16.071486809950677,20.465935964623117
scramble,3,F571-V1,7,7,0,0.08938237735201401,3.9812026754626406
scramble,3,F574-1,7,14,0,0.5728098558875396,5.850924515118057
scramble,3,F583-1,9,25,0,4.497620908103645,10.935372557840047
scramble,3,IC2574,9,34,2,68.54867393296144,96.75955812989073
scramble,3,IC4202,4,29,0,46.86969977238695,53.6042914323599
scramble,3,NGC0024,5,29,1,8.813457948873918,25.649937098806287
scramble,3,NGC0055,9,21,0,9.399782217224885,15.48882709267173
scramble,3,NGC0100,6,21,0,14.551405212296897,20.640450087743744
scramble,3,NGC0247,7,26,2,184.56725054679458,210.63202285096645
scramble,3,NGC0289,4,28,1,51.03903821546206,67.70006076633808
scramble,3,NGC0300,7,25,2,22.374558484781733,48.12556508372734
scramble,3,NGC0801,5,11,1,47.47908497357292,59.46856133756477
scramble,3,NGC0891,3,14,0,35.05389760818193,40.332012267412445
scramble,3,NGC1003,6,36,1,101.62552356810139,119.54311826038193
scramble,3,NGC1090,4,22,0,69.67299627421797,75.8550811809346
scramble,3,NGC2403,6,73,2,1258.486570888749,1292.810246417936
scramble,3,NGC2683,3,11,0,5.283835065980795,10.079625611577537
scramble,3,NGC2841,3,50,0,420.11321853717266,427.93726454802896
scramble,3,NGC2903,4,29,2,244.43867910060382,271.3770457404956
scramble,3,NGC2976,5,24,0,15.317903112662052,21.674010773357942
scramble,3,NGC2998,5,13,2,179.89934008805886,200.41893494775115
scramble,3,NGC3109,9,25,1,7.352657091730185,23.44703621607119
scramble,3,NGC3198,5,40,0,88.83385069536081,96.21160960358868
scramble,3,NGC3521,4,41,0,25.979638721051572,33.40678285446019
scramble,3,NGC3726,5,12,1,18.998254199511464,31.422787448451466
scramble,3,NGC3769,3,11,0,3.6730384986146225,8.468829044211365
scramble,3,NGC3877,5,11,0,8.316327215042204,13.112117760638945
scramble,3,NGC3893,5,10,0,2.183718882845998,6.78888906883409
scramble,3,NGC3917,6,16,0,5.673207162061587,11.21838460654115
scramble,3,NGC3949,4,7,0,2.849416620808952,6.741236918919578
scramble,3,NGC3953,4,8,0,0.8489375033692383,5.00782058672891
scramble,3,NGC3972,4,10,0,7.846573904932981,12.451744090921073
scramble,3,NGC3992,4,9,0,4.965671594071383,9.360120748743821
scramble,3,NGC4010,7,12,0,16.768096614444847,21.737909914020847
scramble,3,NGC4013,3,36,0,83.99764614736935,91.16468402428157
scramble,3,NGC4051,4,7,0,3.3298473028564763,7.221667600967103
scramble,3,NGC4085,5,5,0,0.858003243861025,4.076879068729226
scramble,3,NGC4088,4,9,0,1.8335725992128158,6.228021753885255
scramble,3,NGC4100,4,24,0,14.571462160153509,20.9275698208494
scramble,3,NGC4157,3,15,0,3.1869229912775414,8.603023393481962
scramble,3,NGC4183,6,23,0,13.766997166939433,20.037985598797732
scramble,3,NGC4217,3,11,0,4.626906462779221,9.422697008375962
scramble,3,NGC4559,6,32,0,6.6645207900555175,13.59599259565497
scramble,3,NGC5005,4,13,0,0.19164312211460688,5.32154183703768
scramble,3,NGC5033,5,20,1,88.56919599892952,103.54785736669947
scramble,3,NGC5055,4,22,1,124.67123595154163,140.12644821833322
scramble,3,NGC5371,4,19,2,158.25324686367665,181.80875869700816
scramble,3,NGC5585,7,24,1,139.47865883461765,155.36892798635736
scramble,3,NGC5907,5,19,0,362.72744266494226,368.61632062327516
scramble,3,NGC5985,3,33,0,63.19744438703329,70.19045950996626
scramble,3,NGC6015,6,44,2,1043.1334925779101,1073.4070096492562
scramble,3,NGC6195,3,20,0,19.067799405992368,25.05926395310035
scramble,3,NGC6503,6,31,1,54.547626669281044,71.71756269170677
scramble,3,NGC6674,3,15,2,640.6876585028589,662.3520601116766
scramble,3,NGC6946,6,55,1,66.73365487610005,86.7703208022624
scramble,3,NGC7331,3,28,0,25.226707088117845,31.891116108468253
scramble,3,NGC7814,2,16,0,9.397372042348268,14.94254948682783
scramble,3,UGC00128,8,22,1,159.6752628143198,175.1304750811114
scramble,3,UGC01281,8,25,0,5.984823463612933,12.422575113349335
scramble,3,UGC02259,8,8,1,5.398388428000958,15.795596136400137
scramble,3,UGC02885,5,19,0,57.74032509919628,63.62920305752917
scramble,3,UGC02916,2,32,1,1084.005065637285,1101.3337451512837
scramble,3,UGC02953,2,106,2,2610.670574509375,2647.9780872622714
scramble,3,UGC03205,2,46,0,519.421016996067,527.0782997890452
scramble,3,UGC04278,7,25,0,37.54316897764826,43.980920627384656
scramble,3,UGC04325,9,8,0,2.084554150776741,6.243437234136413
scramble,3,UGC04499,8,9,0,1.6697303396733205,6.06417949434576
scramble,3,UGC05253,2,73,2,1790.5385132049068,1824.862188734094
scramble,3,UGC05716,9,12,2,10.7124544576485,30.591707655952504
scramble,3,UGC05721,7,23,0,16.673652000358118,22.944640432216417
scramble,3,UGC05986,9,15,2,13.411344730136046,35.07574633895373
scramble,3,UGC06399,9,9,0,0.35207023258001036,4.74651938725245
scramble,3,UGC06446,7,17,0,5.780344067087583,11.446770755200015
scramble,3,UGC06667,6,9,0,0.9530947392827533,5.3475438939551925
scramble,3,UGC06787,2,55,2,805.0942297278082,837.1528952096679
scramble,3,UGC06818,9,8,0,15.182579146504626,19.341462229864298
scramble,3,UGC06917,9,11,0,2.0635115001405726,6.859302045737314
scramble,3,UGC06930,7,10,0,1.2186307688553963,5.823800954843488
scramble,3,UGC06983,6,17,0,4.665197101943639,10.33162379005607
scramble,3,UGC07125,9,13,0,2.028712668167005,7.158611383090078
scramble,3,UGC07151,6,11,0,7.465278206311754,12.261068751908496
scramble,3,UGC07261,8,7,0,1.6412095465017371,5.533029844612363
scramble,3,UGC07399,8,10,0,19.556928934245256,24.16209912023335
scramble,3,UGC07524,9,31,0,16.723891845686268,23.59186625465656
scramble,3,UGC07603,7,12,0,2.447331223771442,7.417144523347442
scramble,3,UGC08286,6,17,0,16.842271763945334,22.508698452057764
scramble,3,UGC08490,9,30,0,13.195747551661054,19.998142314985365
scramble,3,UGC08550,7,11,0,9.161850178350065,13.957640723946806
scramble,3,UGC08699,2,37,2,76.34672008556849,105.23406338672228
scramble,3,UGC09037,6,19,0,29.555800793976573,35.44467875230946
scramble,3,UGC09133,2,64,1,1625.1717916618895,1645.9662070786878
scramble,3,UGC10310,9,7,0,0.3585133398313318,4.250333637941958
scramble,3,UGC11455,6,33,0,57.767670166111486,64.76068528904445
scramble,3,UGC11914,2,63,1,382.8960090968716,403.61168272882924
scramble,3,UGC12506,6,31,0,17.430879720645052,24.298854129615343
