Galaxy,realization,Inc_nominal_deg,Inc_perturbed_deg,e_Inc_deg,vobs_factor,status,n_shells,n_points,rho0,a_kpc,chi2,chi2_red,bic,r_sh1,M_sh1,sigma_sh1,sigma_over_r1,r_sh2,M_sh2,sigma_sh2,sigma_over_r2
NGC3726,0,53.0,53.27793922855242,2.0,0.9963695518421344,ok,1,12,1308295.7893793143,199.78511124261442,5.858980360370535,0.8369971943386478,18.283513609310535,7.278690785539523,16167366752.927505,1.0459861611143435,0.14370526128028271,,,,
NGC3769,0,70.0,70.1088982818166,2.0,0.9993105083019374,ok,0,11,22776721.79018753,6.541238758423834,5.648675597880636,0.6276306219867372,10.444466143477378,,,,,,,,
NGC3893,0,49.0,55.5778829509141,2.0,0.9149155458464857,ok,0,9,32828615.525515947,6.566392732897818,1.5251544815236944,0.21787921164624205,5.9196036361961335,,,,,,,,
NGC2998,0,58.0,58.96764150929645,2.0,0.9896972364310822,ok,1,13,12300804.011410994,13.867178207479142,6.543635828207112,0.817954478525889,19.368382615514797,2.1183529970698944,16500362598.532082,0.8473411988279577,0.39999999999999997,,,,
NGC3877,0,76.0,75.00996418171661,1.0,1.0044772614749682,ok,0,11,595962071.9029664,1.2458109459031326,6.9441049353210476,0.7715672150356719,11.739895480917788,,,,,,,,
NGC3917,0,79.0,82.95577515296412,2.0,0.9890930668239134,ok,0,16,51028460.13839039,4.6169272899872515,8.979770522150352,0.6414121801535966,14.524947966629913,,,,,,,,
NGC3521,0,75.0,64.81745234190149,5.0,1.0673724199835624,ok,1,41,53284363.85268269,7.45443310616077,2.016543305850485,0.05601509182918014,20.584403639372027,1.1272779174529142,5234429414.19303,0.4509111669811656,0.39999999999999997,,,,
NGC3972,0,77.0,77.54051200481287,1.0,0.9978711267087799,ok,0,10,68361854.43934397,3.8990943724625455,6.311934963299921,0.7889918704124901,10.917105149288012,,,,,,,,
NGC3992,0,56.0,50.6813511119827,2.0,1.0716146892890295,ok,0,9,115198780.48828936,6.445737382428514,4.190565669332856,0.5986522384761223,8.585014824005295,,,,,,,,
NGC4085,0,82.0,79.97266921958872,2.0,1.0056292478893172,ok,0,5,30158065.90473942,5.810509051236476,1.2568421162754726,0.4189473720918242,4.475717941143673,,,,,,,,
NGC0100,0,89.0,89.0,1.0,1.0,ok,0,21,27482929.52217859,4.737039354047202,1.625420802422791,0.08554846328541005,7.7144656778696366,,,,,,,,
NGC4051,0,49.0,51.85724800707454,3.0,0.9596111283332435,ok,0,6,74332606.32048462,2.4515213672275227,3.1805875327235498,0.7951468831808874,6.76410647117966,,,,,,,,
NGC4013,0,89.0,88.87321114645628,1.0,1.0000410760956826,ok,1,36,5066792.66281111,22.90850100203267,24.530210906559667,0.7912971260180538,42.44780559884022,0.8999999999999999,12281995261.019678,0.22499999999999998,0.25,,,,
NGC3953,0,62.0,60.78287609715589,1.0,1.011654030062246,ok,0,8,162194094.05450028,3.396800936889613,1.0454368918976797,0.17423948198294661,5.204319975257351,,,,,,,,
NGC4157,0,82.0,82.36329040810261,3.0,0.9991297504383208,ok,0,15,8786957.378670743,15.952763460294172,3.5000595939866184,0.269235353383586,8.916159996191038,,,,,,,,
