Galaxy,realization,Inc_nominal_deg,Inc_perturbed_deg,e_Inc_deg,vobs_factor,status,n_shells,n_points,rho0,a_kpc,chi2,chi2_red,bic,r_sh1,M_sh1,sigma_sh1,sigma_over_r1,r_sh2,M_sh2,sigma_sh2,sigma_over_r2
UGC06446,5,51.0,53.4485282697779,3.0,0.9674150473094338,ok,0,17,112245765.65271538,1.94604917135027,6.491545806658382,0.43276972044389217,12.157972494770814,,,,,,,,
F574-1,6,65.0,52.96221657409579,10.0,1.135384748249965,ok,0,14,73214444.50331421,3.5344751625509785,0.9153158301294037,0.0762763191774503,6.193430489359921,,,,,,,,
IC4202,6,90.0,89.0,1.0,1.0001523280439077,ok,2,29,9790994.711866548,19.10311930063002,9.606421848589173,0.45744865945662727,36.54478848848097,5.999999999999999,25919423346.57996,0.9744331765241201,0.1624055294206867,3.90815876564469,9432916243.494793,0.03933013624421438,0.010063597361998798
NGC0024,6,64.0,60.48056686635849,3.0,1.0328726621024105,ok,1,29,546758236.387979,1.2301285917824285,3.055187319968,0.12729947166533334,19.89166646990037,9.435131008571709,12734605565.48418,1.7164680107196086,0.1819230712493782,,,,
NGC4010,5,89.0,89.0,1.0,1.0,ok,1,12,9227379885.262655,0.10000000000000002,1.1270662560332794,0.16100946514761133,13.55159950497328,6.1638705749206695,22534580024.794346,1.7089812210088469,0.27725780420541063,,,,
F571-V1,6,30.0,24.380383996923356,10.0,1.211261963541504,ok,0,7,29043237.4819663,5.296701420407396,0.14784323495933174,0.02956864699186635,4.039663533069958,,,,,,,,
NGC0289,6,46.0,50.294943569623335,5.0,0.9350051044976968,ok,1,28,2886737.485311688,22.719906416506525,34.55125238667125,1.5022283646378805,51.21227493754727,8.262064570392004,28566654956.56478,1.4353921950170867,0.1737328706145639,,,,
UGC09133,5,53.0,54.6934017382572,6.0,0.9786347916720664,ok,2,62,3869711.3598507913,27.25417504799416,265.95850695215864,4.925157536151086,298.97558203251936,11.999999999999998,49999999999.99999,2.125023990047282,0.1770853325039402,7.608411689345403,44755773357.72873,1.7679743948052509,0.23237102131067255
NGC0100,6,89.0,89.0,1.0,1.0,ok,0,21,27482929.52217859,4.737039354047202,1.625420802422791,0.08554846328541005,7.7144656778696366,,,,,,,,
NGC0801,6,80.0,79.87299266923473,1.0,1.0003934746408432,ok,1,11,3000732.7817254234,28.81738965570101,8.409367183204427,1.4015611972007378,20.39884354719628,3.0825145670003993,26950635433.13938,1.2330058268001596,0.39999999999999997,,,,
NGC1003,6,67.0,68.59916861354813,5.0,0.9886733667485783,ok,1,36,2220474.355021516,22.78472040442886,30.71543887016117,0.9908206087148764,48.63303356244172,5.250574376594697,9250237192.505785,1.8674796891102392,0.355671504709054,,,,
NGC1090,6,64.0,72.07559002597513,3.0,0.9446438736159684,ok,1,21,4747521.55244805,16.203864356877084,9.594930512576035,0.5996831570360022,24.817542701193148,4.648825602553411,13959501211.66707,0.9170305947105422,0.19726070046741578,,,,
UGC05716,5,54.0,65.79001535135671,10.0,0.8870327029345274,ok,1,12,18729879.878960844,3.8425683546536513,5.8693175550967505,0.8384739364423929,18.29385080403675,0.9955802354869462,268210525.914008,0.13679168735604857,0.1373989583965,,,,
NGC3949,4,55.0,57.47630526422056,2.0,0.9715156467877617,ok,0,7,14065290.665749654,199.99999988214446,1.627879318066405,0.325575863613281,5.519699616177031,,,,,,,,
NGC2683,6,80.0,80.91731159393164,5.0,0.9973125077810115,ok,0,11,109318182.90122072,4.003838402595156,6.229317480439075,0.6921463867154528,11.025108026035817,,,,,,,,
NGC2403,6,63.0,60.116413812533644,3.0,1.0276423461993878,ok,2,73,10837321.193221597,11.308601797426727,54.75907150486427,0.8424472539209888,89.08274703405141,1.023513862794873,1500562323.4494917,0.40423016166841685,0.39494351406692224,4.358793111690774,9330032472.894962,1.1922299113823576,0.2735229410601441
NGC2841,6,76.0,72.23129992003653,10.0,1.018901133324488,ok,1,50,49391159.05053836,10.459447628570837,157.93136658938312,3.5095859242085137,177.49148161652386,3.71813472930074,49999999999.99998,1.185318187758315,0.3187937700098444,,,,
NGC2903,6,66.0,65.92706690252203,3.0,1.000567874004174,ok,1,29,17580905.110956136,10.081839248462005,21.06643865143332,0.8777682771430549,37.90291780136569,7.0263683032652064,19857782240.816353,2.1272389981664515,0.3027508531225025,,,,
UGC07399,5,55.0,51.20323725901457,3.0,1.051039307519149,ok,0,10,357450748.47157794,1.5160621608822573,7.362557597284415,0.9203196996605518,11.967727783272506,,,,,,,,
NGC2998,6,58.0,58.52249213272104,2.0,0.9943751628180056,ok,1,13,12563433.884825451,13.807874846247563,6.537031698096041,0.8171289622620052,19.361778485403725,2.1332949796469296,16926134345.605461,0.8533179918587718,0.39999999999999997,,,,
NGC3109,6,70.0,72.71296577327583,5.0,0.9841485086924708,ok,0,25,20325446.17571459,4.698424644344163,3.396909574411785,0.14769172062659935,9.834661224148187,,,,,,,,
NGC3521,6,75.0,75.61678456819327,5.0,0.9971815112295804,ok,1,41,29266238.121591385,9.756724148376595,2.289571084709788,0.06359919679749411,20.85743141823133,1.079839421565504,2640818329.7231727,0.4319357686262016,0.39999999999999997,,,,
NGC0055,5,77.0,70.6683628385934,3.0,1.0325891918970558,ok,0,21,13401316.617346214,6.598729338621193,8.492967759034816,0.44699830310709554,14.58201263448166,,,,,,,,
UGCA442,5,64.0,59.459748479359476,7.0,1.0435653754594478,ok,0,8,36615854.4466044,2.784370147134903,3.6690956862287525,0.6115159477047921,7.827978769588424,,,,,,,,
UGC06399,5,75.0,77.59464629629463,2.0,0.9890171927497989,ok,0,9,44453891.94139383,3.4889515304707786,0.3330730080935666,0.047581858299080945,4.727522162766006,,,,,,,,
NGC3769,6,70.0,70.17815919531407,2.0,0.9988743521746537,ok,0,11,22717286.21651093,6.546343733670831,5.652945904825606,0.6281051005361785,10.448736450422349,,,,,,,,
UGC08550,5,90.0,88.66015151796718,3.0,1.0002734859895444,ok,1,11,37801924.25498484,2.47270168067395,0.8906931521955816,0.1484488586992636,12.880169516187435,0.8090540509456894,306635106.7143659,0.2740085103685276,0.3386776322895161,,,,
NGC0891,6,90.0,89.0,1.0,1.0001523280439077,ok,1,14,2541972.7860243605,199.99999999998806,2.428164832903772,0.26979609254486353,15.623451480980064,8.758088130228591,36986910629.112915,1.624747838455422,0.18551398596316876,,,,
NGC3893,6,49.0,49.789548788708224,2.0,0.9882559197077878,ok,0,9,69143299.79401591,5.009236752408624,1.102671057045027,0.15752443672071817,5.4971202117174665,,,,,,,,
UGC12632,5,46.0,45.42137236960903,3.0,1.0099003336813712,ok,0,15,42887125.48613741,2.858055002813022,0.8712911827809592,0.0670223986754584,6.28739158498538,,,,,,,,
NGC3877,6,76.0,75.18437641035187,1.0,1.003663838434407,ok,0,11,598830490.5508997,1.2406385795467123,6.971518288824135,0.7746131432026817,11.767308834420877,,,,,,,,
NGC3992,6,56.0,57.716558186812414,2.0,0.9806265245289475,ok,0,9,76093089.91254765,6.929373180018033,5.257252362103923,0.7510360517291319,9.651701516776363,,,,,,,,
NGC3972,6,77.0,77.59324429552049,1.0,0.9976686688415026,ok,0,10,68310496.03975981,3.8994258678633806,6.314045816214154,0.7892557270267693,10.919216002202246,,,,,,,,
NGC3953,6,62.0,61.47383152904323,1.0,1.004949359383024,ok,0,8,156748105.54354867,3.4012360972724465,1.0782844615043063,0.1797140769173844,5.237167544863977,,,,,,,,
NGC4013,6,89.0,87.98490252359709,1.0,1.0004663872888082,ok,1,36,5072693.986677123,22.90248536878482,24.537096847006573,0.7915192531292443,42.454691539287126,0.4385254411861519,12331786636.707554,0.1635046075151194,0.37285090477957583,,,,
NGC4051,6,49.0,47.58393270011747,3.0,1.0222729430104736,ok,0,7,82145400.51019758,2.946647192180998,2.8112300682185976,0.5622460136437195,6.703050366329224,,,,,,,,
NGC4085,6,82.0,83.62239127797906,2.0,0.9964345984158312,ok,0,5,26553708.10401913,6.301821349040724,1.2679397099318332,0.42264656997727773,4.486815534800034,,,,,,,,
NGC4157,6,82.0,81.99519129636799,3.0,1.0000117989317068,ok,0,15,8886088.295678567,15.853974615009761,3.554876971069176,0.2734520746976289,8.970977373273596,,,,,,,,
NGC4088,6,69.0,70.52346626887581,2.0,0.9902440453137212,ok,0,9,1844352.1281531493,199.99999999999957,2.2931032419277977,0.3275861774182568,6.687552396600237,,,,,,,,
UGC08490,5,50.0,51.0479881825598,3.0,0.9850472660813613,ok,1,30,289412775.8634073,1.1059767532510496,1.1077407277687277,0.04430962911074911,18.113727636079506,6.602765096651886,4620930502.376187,2.6411060386607543,0.39999999999999997,,,,
NGC4183,6,82.0,81.77830038383685,2.0,1.000551595861437,ok,0,23,64989849.10280904,3.435795098730268,8.06365850235721,0.3839837382074862,14.33464693421551,,,,,,,,
UGC07524,5,46.0,47.90974369828115,3.0,0.96934327747035,ok,0,31,29373431.20855022,3.5759505940206657,6.599139260276136,0.22755652621641848,13.467113669246428,,,,,,,,
NGC5033,6,66.0,65.47803007366902,1.0,1.0041143743164125,ok,0,20,51951435.54264045,7.287957135466068,44.23645414441547,2.457580785800859,50.22791869152345,,,,,,,,
NGC0247,6,74.0,74.42546654509289,3.0,0.9979026869917611,ok,1,26,8012019.873034726,11.633864768273298,1.3642654959421807,0.06496502361629432,17.65474818604959,2.04437044128779,1907631537.0222723,0.7559208259161887,0.3697572664179291,,,,
NGC5055,6,55.0,60.77501580444732,6.0,0.9386310904517838,ok,1,17,3688875.9334459202,20.95495139321398,47.63313040378142,3.9694275336484517,61.7991971240625,11.99999999997511,12702024330.73467,0.5241450179941928,0.04367875149960666,,,,
NGC4088,5,69.0,66.61616686386043,2.0,1.0171198900258793,ok,0,9,2168233.088650891,199.9999999987921,1.3356672209945093,0.19080960299921562,5.730116375666949,,,,,,,,
NGC5371,6,53.0,53.41984518761824,2.0,0.9945351221440437,ok,2,19,787371.4095101597,112.24039713425941,14.103178702278651,1.2821071547526046,37.65869053561018,1.5168202774269874,11151812549.868263,0.6067281109707949,0.39999999999999997,5.923709380265767,21055633056.61646,2.3694837521063024,0.39999999999999925
NGC6015,6,60.0,59.71079188792683,2.0,1.0029355719817037,ok,2,44,12155023.248006888,11.720733374349177,30.68249908960658,0.8522916413779605,60.95601616095267,1.0153722361327526,2421701062.1758003,0.2976327624745825,0.29312674887406426,2.6823933069162926,7063443345.088802,0.45921165787738966,0.171194752347971
NGC5907,6,88.0,88.88688466377567,2.0,0.9995794561372282,ok,1,19,12556252.640205402,13.764453510097638,58.88264344739046,4.205903103385032,73.60483834322265,1.070521961757228,33772212642.134697,0.4273055526414152,0.39915626947064836,,,,
NGC5985,6,60.0,64.14147142956728,2.0,0.96238549689643,ok,1,33,50836589.21432305,8.87636319325041,65.58003174565007,2.342143990916074,83.06256955298248,4.265400656758147,49999999999.99999,1.6721043750866256,0.3920157822542005,,,,
NGC3198,6,73.0,72.15569530022503,3.0,1.0046350083046642,ok,2,40,3185659.286451447,20.10481185939262,14.508817382933243,0.45340054321666384,44.01985301584473,3.204171290537295,5124419219.23119,0.9650995001718429,0.3012009698176932,8.926525780176728,32421666649.25911,3.382663032044172,0.37894508068929833
NGC5585,6,51.0,53.50993209547171,2.0,0.9666475948717173,ok,2,24,786777.5356819392,113.08334379354442,53.15736712862314,3.3223354455389464,78.58179777140671,3.222993555689207,3991843302.7749405,1.0388611112925428,0.32232801379908194,6.539936580426907,6612023636.373067,1.2144957929074653,0.18570452143867527
NGC6674,6,54.0,53.87201332646931,6.0,1.0016280824991475,ok,2,15,5664351.754571947,24.656732138779397,93.21887312947176,13.316981875638822,114.88327473828944,3.1049814108269853,49999999998.84147,0.43105335860084637,0.13882638945849243,3.1046660070201275,49999999998.84151,0.43152853782573103,0.13899354611735323
NGC6195,6,62.0,61.919460840290675,5.0,1.0007489580962194,ok,1,20,3813798.81203335,31.80749862061479,6.220365475855154,0.4146910317236769,21.199026843625106,2.2648936525334222,4288749246.929589,0.14262944610018263,0.06297401466980265,,,,
NGC6503,6,74.0,74.63532846224494,2.0,0.9968916375180145,ok,1,31,17816407.250988252,6.944468958656067,20.720862309374176,0.7969562426682375,37.89079833179991,3.2079160265603046,4538501961.859012,0.6387514152756718,0.1991172493254365,,,,
IC2574,6,75.0,74.4210423670417,7.0,1.0027661875674854,ok,1,34,2323938.539291597,75.43833824624325,13.394452522350619,0.4618776731845041,31.026255145431428,2.44782900605043,336301962.47770756,0.7092063093182825,0.2897286973744078,,,,
NGC7331,6,75.0,75.23419301851548,2.0,0.998914310572181,ok,0,28,7190369.218631258,23.40153408986182,12.168524406998522,0.46802016949994313,18.83293342734893,,,,,,,,
NGC4100,6,73.0,75.94614518231243,2.0,0.9858121801084101,ok,0,24,118706831.36379887,3.8045539169651623,14.055238450558136,0.6388744750253698,20.411346111254026,,,,,,,,
NGC7814,6,90.0,88.05964749152652,1.0,1.0005737115503481,ok,1,16,11537778.735562025,17.630580226220285,0.6386344064291019,0.05805767331173653,14.501578017628008,5.634994830929897,35254732251.55135,1.8391740622812147,0.32638433884378754,,,,
UGC00128,6,57.0,60.27846836223434,10.0,0.9657149458414814,ok,1,22,5846317.944276051,13.29865252919053,45.70991789864248,2.6888186999201458,61.165130165434064,5.441886873722326,10901322589.08797,2.176754749488925,0.399999999999999,,,,
UGC02885,6,64.0,62.879291568595704,4.0,1.009826376326693,ok,1,19,12073162.81385538,21.30960145629672,11.8780343985531,0.8484310284680785,26.6002292943853,0.5889461472283952,15577881203.612131,0.1436209581469577,0.24386093503258968,,,,
NGC3917,6,79.0,80.62060214535907,2.0,0.9949285566344044,ok,0,16,52016212.07759614,4.613298989135206,8.948286208994396,0.6391633006424569,14.49346365347396,,,,,,,,
UGC02953,6,50.0,49.066277747772226,4.0,1.0139998811324673,ok,2,112,27030505.942746416,12.643688765181983,226.0300407471927,2.1733657764153143,263.77803171755346,5.417607572142279,49999999999.990814,1.5232372489557258,0.28116419077459937,0.20000000000000004,1238264347.888336,0.08000000000000002,0.4
UGC03205,6,67.0,69.12750727888353,4.0,0.9851550276304664,ok,1,46,12416738.752270354,14.215935942693497,40.56717457743597,0.989443282376487,59.71038155988145,3.229358458484053,26388903384.356617,0.973226285799073,0.301368305287463,,,,
NGC3726,6,53.0,53.27322556517216,2.0,0.9964307068358363,ok,1,12,1308309.0367121475,199.99999953091634,6.200356059994178,0.8857651514277397,18.62488930893418,7.055063165480229,16174478500.595675,0.2587715742041251,0.03667884583518266,,,,
UGC05253,6,37.0,43.32033485524221,4.0,0.8771834222563561,ok,1,29,5060922.345545452,18.963250694871697,74.85530184568046,3.1189709102366856,91.69178099561283,11.999999999999998,38370279190.56726,2.4126133630888202,0.20105111359073505,,,,
UGC04325,6,41.0,39.28822545238743,3.0,1.0360650823155437,ok,0,8,333295384.4764352,1.3711619328062465,2.383973409198245,0.39732890153304085,6.542856492557917,,,,,,,,
UGC01281,6,90.0,89.0,1.0,1.0001523280439077,ok,0,25,28433643.392620947,3.3074833576023823,3.8830706713109553,0.16882915962221545,10.320822321047356,,,,,,,,
UGC05986,6,90.0,87.46978035520966,3.0,1.000975875054593,ok,1,15,77503335.5975595,3.0603775370560906,2.166956509545191,0.2166956509545191,15.707207515056242,3.8130303914239345,4214427323.8310623,1.0468905539331455,0.2745560476747723,,,,
NGC5005,6,68.0,67.80204360856436,2.0,1.0014038405989227,ok,0,13,32634912.22213927,11.246699202768932,0.32100176025396104,0.029181978204905548,5.4509004751770345,,,,,,,,
NGC6946,6,38.0,35.65624096016916,2.0,1.056166554763003,ok,2,56,46156222.58518436,5.210324386453806,23.46730719963642,0.4889022333257587,55.67012072551762,4.21068386789329,4907563362.544914,0.36911728675885896,0.0876620754109326,11.17038868932692,7558166114.79334,0.31671674169524366,0.028353242711944313
UGC06667,6,89.0,89.0,1.0,1.0,ok,0,9,60055514.2209283,3.0951804936464526,0.6595284031508328,0.09421834330726184,5.053977557823272,,,,,,,,
NGC0300,6,42.0,43.926817552045236,10.0,0.9645278658683282,ok,0,25,40866094.483556315,3.8498579070787065,13.219175248405326,0.5747467499306663,19.656926898141727,,,,,,,,
UGC07261,5,30.0,36.30750238557789,10.0,0.8444252772776523,ok,0,7,93359465.76142412,1.4957651205613816,2.1474573421553127,0.42949146843106256,6.039277640265939,,,,,,,,
UGC04278,6,90.0,87.17974681438909,3.0,1.0012126614758827,ok,1,25,75366101.30655505,1.3636955241357556,0.8854670602358962,0.04427335301179481,16.9798461845769,4.724526347814362,7309338620.365919,0.9771872564285504,0.20683285148374972,,,,
UGC06818,6,75.0,76.04200260422577,3.0,0.9953146670506271,ok,1,8,2810850.874275007,199.99999999999997,0.8880175798155787,0.29600585993852624,11.285225288214757,4.0554340917498095,2989415376.6393914,0.6194802148128307,0.15275312107107672,,,,
UGC06930,6,32.0,29.83289613703514,5.0,1.0652240818444574,ok,0,10,61637057.10015802,3.685581742808852,1.3586493325834323,0.16983116657292904,5.963819518571524,,,,,,,,
UGC06787,6,66.0,68.79791672144763,3.0,0.9798723802805259,ok,2,52,4223683.005265417,51.957592329258205,311.77636097520406,7.085826385800092,343.3863107238555,4.827090517564345,29636524100.98788,1.7928158064873425,0.37140712401472886,8.134749788319102,38667482485.99511,0.8402918950750953,0.103296587718247
UGC02916,6,50.0,48.512662129518304,5.0,1.0226168148003165,ok,1,33,9498853.034215657,12.854885843370841,17.403937273024464,0.6215691883223023,34.88647508035687,7.655482011745612,31292535040.10156,1.434909026241797,0.18743549054654593,,,,
UGC06983,6,49.0,47.165214792118704,1.0,1.0291720281836123,ok,0,17,85297413.1045178,3.178955449791528,6.4515199071036,0.43010132714023996,12.117946595216033,,,,,,,,
UGC04499,6,50.0,48.791639054974915,3.0,1.018244476294299,ok,0,9,39867451.089333676,3.005629473202097,1.6321829137352581,0.23316898767646546,6.0266320684076975,,,,,,,,
UGC07125,6,90.0,88.06943409145086,3.0,1.0005679361291402,ok,0,13,9616066.835252596,4.759311292544284,2.7052161411349283,0.2459287401031753,7.835114856058002,,,,,,,,
UGC07151,6,90.0,88.10032273983731,3.0,1.0005498995385067,ok,1,11,20398643.723137334,4.238442843727386,0.6258672182350714,0.10431120303917857,12.615343582226926,1.3127901062869023,915161629.5282153,0.3998939026827898,0.3046137389120416,,,,
UGC07524,6,46.0,40.45182346885679,3.0,1.1087090676608784,ok,0,31,39852702.04740892,3.6664970000824266,7.50221675232542,0.25869712939053174,14.370191161295713,,,,,,,,
UGC07603,6,78.0,76.49399694826964,3.0,1.0059671636360257,ok,0,12,132187933.85524948,1.5303480862467667,2.0241020102265455,0.20241020102265456,6.993915309802546,,,,,,,,
NGC4559,6,67.0,65.59105542626081,1.0,1.0108560140778355,ok,0,32,19333837.905871388,6.863211796405281,7.551151573483638,0.2517050524494546,14.48262337908309,,,,,,,,
UGC08699,6,73.0,66.91515457588068,9.0,1.0395461688168932,ok,2,37,6349165.556593403,22.39014578285943,1.35493202583293,0.046721793994238967,30.242275326986725,1.6699914593270713,7780105608.260205,0.4577376004789848,0.2740957733181652,6.413897572368393,26837531178.362934,1.3948265557659019,0.21746941544170137
UGC05721,6,61.0,51.68256658263348,5.0,1.1147506483516239,ok,0,23,663096859.091665,0.9811785263490889,8.941194170037637,0.42577115095417317,15.212182601895936,,,,,,,,
UGC08286,6,90.0,86.51795614498957,3.0,1.0018495328142798,ok,1,17,38334697.90063907,3.539913834368343,0.33610595395546167,0.02800882949628847,14.502172674236542,1.3456462854679574,1297527005.9552383,0.4312932814378107,0.32051014155464014,,,,
UGC09133,6,53.0,47.91234852305375,6.0,1.0761536817773052,ok,2,68,7935041.84447475,21.676575311508493,345.9055130884686,5.76509188480781,379.66157472987743,5.4456082496647635,49999999999.99808,2.178243299865905,0.39999999999999997,9.735577976554126,49999999999.99999,1.7574772257898386,0.18052109797921742
UGC09037,6,65.0,59.562942741332016,5.0,1.0511740807491288,ok,0,20,6510281.468423565,17.62547699606662,7.983213315760068,0.44351185087555933,13.974677862868049,,,,,,,,
UGC11455,6,90.0,89.0,1.0,1.0001523280439077,ok,2,33,3880091.136064634,38.165284438882125,26.641241062568973,1.0656496425027588,54.61330155430082,3.7893839502465756,12633326774.173958,0.6131011069074256,0.16179440113676816,10.597321667503087,49968882638.165375,1.6305779459654683,0.15386698612401947
UGC12506,6,86.0,89.0,4.0,0.9977160072402729,ok,1,31,49619417.949634455,8.487156374746288,3.422337117502724,0.1316283506731817,20.592273139928455,2.184166465039937,20047581177.824177,0.8736665860159748,0.39999999999999997,,,,
UGC06917,6,56.0,54.88927669222189,2.0,1.0134412225351352,ok,0,11,58700291.611649185,3.635895014713128,1.7413660592742688,0.19348511769714097,6.53715660487101,,,,,,,,
UGC11914,6,31.0,38.09570023688515,5.0,0.8347770289133865,ok,1,47,7671925.666013809,199.99999999999997,1.0522689817113842,0.025054023374080574,20.30300699026168,8.708957486813233,42929211586.40617,1.3958585816092237,0.16027849300249528,,,,
NGC3949,6,55.0,55.80560509572558,2.0,0.9903479990705413,ok,0,7,20411065.043855656,18.443758717253566,1.914944977383226,0.3829889954766452,5.806765275493852,,,,,,,,
NGC4217,6,86.0,84.71247422620284,2.0,1.0018270395357294,ok,0,11,9586862.965297319,15.15269845061439,5.398874107998413,0.5998749008887125,10.194664653595154,,,,,,,,
ESO563-G021,7,83.0,80.17441843755907,3.0,1.007321743702105,ok,2,27,18216179.84426732,18.34765466518981,8.305923513298426,0.43715386912096976,34.67261844133306,7.628122826946344,49999999999.99999,1.0461360019594617,0.13714199753889467,4.798714459196269,32829824121.693195,0.6117582834418804,0.12748378521866524
UGC07399,6,55.0,53.40804239894971,3.0,1.0202402088441012,ok,0,10,331613475.3920179,1.523289752302395,7.197737117087609,0.8997171396359511,11.8029073030757,,,,,,,,
ESO079-G014,7,79.0,83.74047404401121,5.0,0.9875145234843783,ok,1,15,6985135.413343124,19.97353213976388,2.6462751311600394,0.26462751311600397,16.18652613667109,6.343734846204817,22761657028.38291,1.9939287581803156,0.31431464374227386,,,,
ESO116-G012,7,74.0,72.25220982825952,3.0,1.0092965859971297,ok,0,15,68692135.0342223,3.6198483893084887,10.1908004470063,0.7839077266927923,15.60690084921072,,,,,,,,
UGC06446,6,51.0,54.92476067835965,3.0,0.9495940062410527,ok,0,17,107835413.37052864,1.9400936461809397,6.3472774979015,0.4231518331934333,12.013704186013932,,,,,,,,
F568-V1,7,40.0,28.436417431198134,10.0,1.34987454638571,ok,0,15,214602464.61736596,3.031662643745151,0.6489509155863205,0.049919301198947726,6.065051317790741,,,,,,,,
F571-8,7,85.0,83.63341964293107,5.0,1.0023765870363517,ok,0,9,29306653.444567315,8.140761814512937,9.21453445297932,1.3163620647113314,13.608983607651759,,,,,,,,
NGC4010,6,89.0,89.0,1.0,1.0,ok,1,12,9227379885.262655,0.10000000000000002,1.1270662560332794,0.16100946514761133,13.55159950497328,6.1638705749206695,22534580024.794346,1.7089812210088469,0.27725780420541063,,,,
F583-1,6,63.0,67.59778088767973,5.0,0.9637386527470896,ok,0,25,23889026.82590346,4.563830203769287,4.72158600450958,0.20528634802215565,11.15933765424598,,,,,,,,
IC4202,7,90.0,89.0,1.0,1.0001523280439077,ok,2,29,9790994.711866548,19.10311930063002,9.606421848589173,0.45744865945662727,36.54478848848097,5.999999999999999,25919423346.57996,0.9744331765241201,0.1624055294206867,3.90815876564469,9432916243.494793,0.03933013624421438,0.010063597361998798
UGC08490,6,50.0,48.30438226007399,3.0,1.0259216104736937,ok,1,30,330522832.9328274,1.0892513898207483,1.0721302827429806,0.04288521130971922,18.078117191053757,6.600439049681247,5038621978.695934,2.640175619872499,0.39999999999999997,,,,
NGC0024,7,64.0,66.4910822869721,3.0,0.9801483162622434,ok,1,29,477892823.08705056,1.2271391594887064,3.1659525947698826,0.1319146914487451,20.002431744702253,9.447519924462718,11956870339.438345,1.7733617327011442,0.18770658827713407,,,,
F574-1,7,65.0,67.20752763055559,10.0,0.9830718828511024,ok,0,14,51705262.93690621,3.5418262606262196,1.1755987034297504,0.09796655861914587,6.453713362660267,,,,,,,,
NGC0289,7,46.0,55.35053008407218,5.0,0.8744222840975,ok,1,26,2314529.063576921,23.304378432717733,31.80066578674335,1.5143174184163501,48.09114847685076,8.750897144252331,21255316258.796314,1.3002499684233833,0.14858476188094602,,,,
NGC0247,7,74.0,76.58883401739213,3.0,0.9882094807101552,ok,1,26,7774275.33123813,11.678132742965888,1.3586842499776588,0.06469924999893613,17.64916694008507,2.043765712286239,1864129479.2918673,0.7550121523209904,0.3694220662291096,,,,
NGC0801,7,80.0,80.36043535889559,1.0,0.998911744914822,ok,1,11,2973099.8898013504,28.907227009456015,8.369629943248356,1.394938323874726,20.35910630724021,3.0795288774575162,26658077006.02975,1.2318115509830063,0.39999999999999997,,,,
NGC0100,7,89.0,88.35419769527432,1.0,1.0002603274881896,ok,0,21,27510068.62735252,4.735910554995207,1.6251034502399888,0.08553176053894677,7.714148325686835,,,,,,,,
UGC10310,6,34.0,42.66649283310544,6.0,0.8250971547613426,ok,0,7,45274711.961709335,1.9911973188626715,0.7313045753505035,0.1462609150701007,4.62312487346113,,,,,,,,
UGC02259,6,41.0,40.44667411244486,3.0,1.011281839407867,ok,1,8,313657675.3742402,1.1996848574104702,0.9750208213095511,0.32500694043651707,11.37222852970873,11.99999999999996,31601994878.421215,3.703294366708062,0.3086078638923395,,,,
UGC12632,6,46.0,46.174407836238814,3.0,0.9970736780459112,ok,0,15,41770736.19664909,2.8486482506966664,0.8495209912147932,0.06534776855498409,6.265621393419213,,,,,,,,
NGC1003,7,67.0,64.8385167290762,5.0,1.0170053647584223,ok,1,36,2365059.0395162837,22.738650699618617,30.205253123031884,0.9743630039687704,48.12284781531243,5.211985499251592,10105160273.465464,1.9029648391768872,0.36511322593858725,,,,
NGC2403,7,63.0,66.44889084287101,3.0,0.9719675145234387,ok,2,73,9065886.836149154,11.702017285714746,47.904133438127204,0.73698666827888,82.22780896731433,1.0037473191172535,1166185968.288778,0.3925789240324243,0.3911132976949599,4.437905990951566,8079095370.649695,1.159021038036486,0.2611639454282292
NGC2683,7,80.0,79.11017723090127,5.0,1.0028670973751137,ok,0,11,115231508.7624591,3.939746740645278,6.221868615777665,0.6913187350864072,11.017659161374407,,,,,,,,
NGC2841,7,76.0,76.16336065515463,10.0,0.9992936854711924,ok,1,50,42066891.49593471,11.019713115692504,150.31314359198632,3.3402920798219182,169.87325861912706,3.8347347911630627,49999999999.98638,1.2886756054648494,0.336053384561178,,,,
NGC2903,7,66.0,66.77101721390406,3.0,0.9941339867311504,ok,1,29,16944449.028791152,10.22332342445484,21.5331161856735,0.8972131744030625,38.369595335605865,7.088193368039842,19125500819.105255,2.000713271273206,0.28225997336560815,,,,
NGC3109,7,70.0,73.02041983175175,5.0,0.982521833649884,ok,0,25,20241167.580242414,4.700181779089645,3.393813349423796,0.1475571021488607,9.831564999160197,,,,,,,,
NGC2998,7,58.0,59.93596339172765,2.0,0.9798744939094706,ok,1,13,11755625.314807583,13.997311399543687,6.560106646033189,0.8200133307541486,19.384853433340872,2.0855725382002013,15616123176.948057,0.8342290152800804,0.39999999999999997,,,,
NGC3726,7,53.0,52.74870368977979,2.0,1.0033256800329506,ok,1,12,1294962.1894010198,199.99999999999997,5.604827253497284,0.8006896076424691,18.029360502437285,7.25259449243954,18119084848.913128,1.3800225542265623,0.19027984477350351,,,,
NGC3769,7,70.0,67.68269785703637,2.0,1.0157794941278813,ok,0,11,25091449.741756923,6.356296255712245,5.508971698303361,0.6121079664781512,10.304762243900102,,,,,,,,
NGC3877,7,76.0,78.19474440196849,1.0,0.9912622848676028,ok,0,11,650938639.4747723,1.1584694213448665,7.413216262617363,0.8236906958463737,12.209006808214104,,,,,,,,
