null_type,realization,rho_per_T,p_per_T,rho_per_gal,p_per_gal,n_shellbearing,n_total,frac_T2,n_T2,frac_T3,n_T3,frac_T4,n_T4,frac_T5,n_T5,frac_T6,n_T6,frac_T7,n_T7,frac_T8,n_T8,frac_T9,n_T9
scramble,21,-0.15569141404872364,0.7127617079991629,-0.1696955121833884,0.08978767299754535,27,101,0.7777777777777778,9,0.1,10,0.29411764705882354,17,0.23076923076923078,13,0.125,16,0.2857142857142857,14,0.5,6,0.125,16
scramble,22,-0.4523809523809524,0.2604047674368853,-0.19049186421394576,0.05637810267431515,34,101,0.8888888888888888,9,0.1,10,0.35294117647058826,17,0.38461538461538464,13,0.3125,16,0.2857142857142857,14,0.16666666666666666,6,0.25,16
scramble,23,-0.17964393928698885,0.6703442772469386,-0.12100701723394373,0.22804760116438563,33,101,0.7777777777777778,9,0.2,10,0.29411764705882354,17,0.3076923076923077,13,0.25,16,0.2857142857142857,14,0.5,6,0.25,16
scramble,24,-0.4285714285714286,0.2894032248467901,-0.22474158252240958,0.023852391011201703,29,101,0.6666666666666666,9,0.1,10,0.4117647058823529,17,0.38461538461538464,13,0.25,16,0.14285714285714285,14,0.3333333333333333,6,0.125,16
scramble,25,-0.29940656547831473,0.4712605287015584,-0.18161409392833794,0.06912106773587207,30,101,0.8888888888888888,9,0.0,10,0.35294117647058826,17,0.3076923076923077,13,0.1875,16,0.2857142857142857,14,0.3333333333333333,6,0.1875,16
scramble,26,0.05988131309566295,0.8879906501125184,-0.0626348161833565,0.5337786037297281,37,101,0.7777777777777778,9,0.2,10,0.23529411764705882,17,0.46153846153846156,13,0.3125,16,0.35714285714285715,14,0.5,6,0.3125,16
scramble,27,-0.3571428571428572,0.38512064355625614,-0.1457070176046297,0.14597909511223553,36,101,0.6666666666666666,9,0.3,10,0.35294117647058826,17,0.5384615384615384,13,0.25,16,0.14285714285714285,14,0.5,6,0.3125,16
scramble,28,0.023809523809523815,0.9553740118158806,-0.14862274158283403,0.13799485132617167,28,101,0.7777777777777778,9,0.2,10,0.23529411764705882,17,0.23076923076923078,13,0.1875,16,0.21428571428571427,14,0.3333333333333333,6,0.25,16
scramble,29,-0.28571428571428575,0.49272624501695717,-0.18795197269109318,0.05980975830228505,34,101,0.8888888888888888,9,0.1,10,0.29411764705882354,17,0.38461538461538464,13,0.4375,16,0.21428571428571427,14,0.3333333333333333,6,0.1875,16
scramble,30,-0.4047619047619048,0.3198886412288163,-0.2550282185425147,0.010058619028811867,31,101,0.8888888888888888,9,0.2,10,0.35294117647058826,17,0.23076923076923078,13,0.25,16,0.2857142857142857,14,0.3333333333333333,6,0.125,16
scramble,31,-0.023809523809523815,0.9553740118158806,-0.09508547051476195,0.34422621247498575,32,101,0.7777777777777778,9,0.1,10,0.23529411764705882,17,0.38461538461538464,13,0.3125,16,0.21428571428571427,14,0.5,6,0.25,16
