null_type,realization,Galaxy,T,n_pts,n_shells,chi2,bic
scramble,8,UGC02916,2,32,2,292.2134163521318,319.9393035745296
scramble,8,UGC02953,2,106,2,1428.1215072551224,1465.429020008019
scramble,8,UGC03205,2,46,1,525.6937516304747,544.8369586129202
scramble,8,UGC04278,7,25,0,13.22133273328605,19.659084383022453
scramble,8,UGC04325,9,8,0,2.7318437521799455,6.890726835539617
scramble,8,UGC04499,8,9,0,1.3700305226278537,5.764479677300293
scramble,8,UGC05253,2,73,2,634.716183085266,669.0398586144531
scramble,8,UGC05716,9,12,2,8.634182737938728,28.51343593624273
scramble,8,UGC05721,7,23,0,8.269321641450091,14.54031007330839
scramble,8,UGC05986,9,15,2,7.074680130836002,28.739081739653685
scramble,8,UGC06399,9,9,0,0.2615439501495176,4.655993104821957
scramble,8,UGC06446,7,17,0,9.335638369073681,15.002065057186114
scramble,8,UGC06667,6,9,0,1.4616785065447842,5.856127661217223
scramble,8,UGC06787,2,55,1,675.1863630454643,695.2230289716267
scramble,8,UGC06818,9,8,0,13.992844213065693,18.151727296425364
scramble,8,UGC06917,9,11,0,2.531358204538966,7.3271487501357075
scramble,8,UGC06930,7,10,0,1.025098330814044,5.630268516802136
scramble,8,UGC06983,6,17,0,5.020958101443969,10.6873847895564
scramble,8,UGC07125,9,13,0,2.7489260584407833,7.878824773363856
scramble,8,UGC07151,6,11,0,4.106610183921007,8.902400729517748
scramble,8,UGC07261,8,7,0,2.0155142345977284,5.907334532708354
scramble,8,UGC07399,8,10,1,4.271715308030654,15.784640773000884
scramble,8,UGC07524,9,31,0,7.040934475518303,13.908908884488596
scramble,8,UGC07603,7,12,0,1.5951729266666002,6.564986226242601
scramble,8,UGC08286,6,17,0,12.974625402935215,18.641052091047648
scramble,8,UGC08490,9,30,0,13.05285280989992,19.85524757322423
scramble,8,UGC08550,7,11,0,12.029698239956115,16.825488785552857
scramble,8,UGC08699,2,37,1,75.09182106452712,93.14641062774825
scramble,8,UGC09037,6,19,0,17.151837347686993,23.040715306019873
scramble,8,UGC09133,2,64,1,751.0777992267879,771.8722146435862
scramble,8,UGC10310,9,7,0,0.594695886468472,4.486516184579099
scramble,8,UGC11455,6,33,0,50.36522280571281,57.35823792864577
scramble,8,UGC11914,2,63,2,157.7474759344884,190.89255374562066
scramble,8,UGC12506,6,31,0,15.30973303714969,22.17770744611998
scramble,8,UGC12632,9,15,0,0.7036869159038243,6.119787318108244
scramble,8,UGCA442,9,8,0,3.1172115496676405,7.276094633027312
scramble,9,ESO079-G014,4,15,0,18.324328576144207,23.74042897834863
scramble,9,ESO116-G012,7,15,2,4.408301521970093,26.072703130787772
scramble,9,ESO563-G021,4,27,2,75.36947376541505,101.73616869344968
scramble,9,F568-V1,7,15,0,1.3928707691092412,6.808971171313662
scramble,9,F571-8,5,9,0,11.211340540646924,15.605789695319363
scramble,9,F571-V1,7,7,0,0.09728219517207093,3.9891024932826973
scramble,9,F574-1,7,14,0,1.3888495540134584,6.6669642132439755
scramble,9,F583-1,9,25,0,4.58358839172799,11.021340041464391
scramble,9,IC2574,9,34,2,114.95200730187459,143.16289149880387
scramble,9,IC4202,4,29,1,25.045509969623517,41.88198911955588
scramble,9,NGC0024,5,29,0,13.509532993187946,20.244124653160895
scramble,9,NGC0055,9,21,1,6.536323514441615,21.75893570305873
scramble,9,NGC0100,6,21,0,2.9549281375944294,9.043973013041276
scramble,9,NGC0247,7,26,2,162.36583181397077,188.43060411814264
scramble,9,NGC0289,4,28,0,82.73117274103888,89.39558176138928
scramble,9,NGC0300,7,25,1,37.95374832424679,54.04812744858779
scramble,9,NGC0801,5,11,1,78.34677773220578,90.33625409619764
scramble,9,NGC0891,3,14,0,43.75896285129701,49.037077510527524
scramble,9,NGC1003,6,36,1,127.5882249688303,145.50581966111085
scramble,9,NGC1090,4,22,0,69.95166951815774,76.13375442487438
scramble,9,NGC2403,6,73,2,2281.795693448342,2316.119368977529
scramble,9,NGC2683,3,11,0,7.221392718420364,12.017183264017106
scramble,9,NGC2841,3,50,0,381.99199461950076,389.81604063035707
scramble,9,NGC2903,4,29,2,264.97605127030374,291.91441791019554
scramble,9,NGC2976,5,24,0,6.1897139219896875,12.54582158268558
scramble,9,NGC2998,5,13,2,87.01349480168716,107.53308966137945
scramble,9,NGC3109,9,25,0,45.18020452501781,51.617956174754205
scramble,9,NGC3198,5,40,1,59.804957522881146,78.24935479345083
scramble,9,NGC3521,4,41,0,24.854707686020937,32.281851819429555
scramble,9,NGC3726,5,12,1,15.696352629658714,28.120885878598713
scramble,9,NGC3769,3,11,0,7.559958250820448,12.355748796417188
scramble,9,NGC3877,5,11,0,7.125956084341959,11.9217466299387
scramble,9,NGC3893,5,10,0,2.0521050614363463,6.6572752474244385
scramble,9,NGC3917,6,16,0,7.5111754413574765,13.05635288583704
scramble,9,NGC3949,4,7,0,1.9339895883415723,5.825809886452198
scramble,9,NGC3953,4,8,0,0.7507970665822603,4.909680149941932
scramble,9,NGC3972,4,10,0,1.8450897286673666,6.450259914655458
scramble,9,NGC3992,4,9,0,5.484422264245551,9.87887141891799
scramble,9,NGC4010,7,12,0,26.623259074256097,31.593072373832097
scramble,9,NGC4013,3,36,0,65.70056489513135,72.86760277204357
scramble,9,NGC4051,4,7,0,1.879956363210834,5.771776661321461
scramble,9,NGC4085,5,5,0,0.21324903259724473,3.4321248574654453
scramble,9,NGC4088,4,9,0,1.87885408018732,6.273303234859759
scramble,9,NGC4100,4,24,0,12.270557601425514,18.626665262121406
scramble,9,NGC4157,3,15,0,3.1940858600329807,8.6101862622374
scramble,9,NGC4183,6,23,0,11.160317364727879,17.43130579658618
scramble,9,NGC4217,3,11,0,3.658769626855263,8.454560172452005
scramble,9,NGC4559,6,32,0,7.52159713896822,14.453068944567672
scramble,9,NGC5005,4,13,0,0.12713696163452387,5.257035676557598
scramble,9,NGC5033,5,20,1,37.44377901421677,52.422440381986725
scramble,9,NGC5055,4,22,1,87.28057904626957,102.73579131306114
scramble,9,NGC5371,4,19,1,261.6990362321857,276.4212311280179
scramble,9,NGC5585,7,24,1,69.93126137399051,85.82153052573024
scramble,9,NGC5907,5,19,1,402.2132073944451,416.9354022902773
scramble,9,NGC5985,3,33,0,75.03012423798761,82.02313936092057
scramble,9,NGC6015,6,44,2,1218.7121918127336,1248.9857088840797
scramble,9,NGC6195,3,20,0,16.443194555667052,22.434659102775033
scramble,9,NGC6503,6,31,0,145.6595937459599,152.5275681549302
scramble,9,NGC6674,3,15,0,752.8344661377157,758.2505665399201
scramble,9,NGC6946,6,55,0,67.61378331621445,75.62844968667939
scramble,9,NGC7331,3,28,0,23.819587421583535,30.483996441933943
scramble,9,NGC7814,2,16,0,9.812972773755096,15.358150218234659
scramble,9,UGC00128,8,22,0,201.9881759648594,208.17026087157603
scramble,9,UGC01281,8,25,0,10.566139168666412,17.003890818402812
scramble,9,UGC02259,8,8,2,1.217297124410777,17.852829457849463
scramble,9,UGC02885,5,19,1,43.760163720292105,58.48235861612431
scramble,9,UGC02916,2,32,2,375.7492900523407,403.47517727473854
scramble,9,UGC02953,2,106,2,1120.8716275255897,1158.1791402784863
scramble,9,UGC03205,2,46,2,476.44127676737264,507.0704079392854
scramble,9,UGC04278,7,25,1,16.57358717677282,32.66796630111382
scramble,9,UGC04325,9,8,0,2.270389043078053,6.429272126437724
scramble,9,UGC04499,8,9,0,1.125307926591646,5.5197570812640855
scramble,9,UGC05253,2,73,1,755.6855960890024,777.1378932947443
scramble,9,UGC05716,9,12,1,25.328434432570475,37.752967681510476
scramble,9,UGC05721,7,23,0,21.44593216467005,27.71692059652835
scramble,9,UGC05986,9,15,2,9.74978395075051,31.41418555956819
scramble,9,UGC06399,9,9,0,0.4757633814339731,4.870212536106412
scramble,9,UGC06446,7,17,0,5.75588512354885,11.422311811661283
scramble,9,UGC06667,6,9,0,0.5489818311599544,4.943430985832394
scramble,9,UGC06787,2,55,2,980.9897550467717,1013.0484205286315
scramble,9,UGC06818,9,8,0,9.720266668329094,13.879149751688765
scramble,9,UGC06917,9,11,0,2.4206112366186407,7.216401782215382
scramble,9,UGC06930,7,10,0,1.4474636436960056,6.052633829684098
scramble,9,UGC06983,6,17,0,3.548220921027448,9.214647609139881
scramble,9,UGC07125,9,13,0,3.9325962452631864,9.06249496018626
scramble,9,UGC07151,6,11,0,5.120709460407608,9.916500006004348
scramble,9,UGC07261,8,7,0,1.3880766066745445,5.279896904785171
scramble,9,UGC07399,8,10,0,6.385326768002274,10.990496953990366
scramble,9,UGC07524,9,31,0,3.9338704085372163,10.801844817507508
scramble,9,UGC07603,7,12,0,3.741387911944078,8.711201211520079
scramble,9,UGC08286,6,17,0,23.43723804779382,29.10366473590625
scramble,9,UGC08490,9,30,0,13.44307225747894,20.24546702080325
scramble,9,UGC08550,7,11,0,9.73148348680682,14.527274032403561
scramble,9,UGC08699,2,37,0,70.29595168675773,77.51778751204618
scramble,9,UGC09037,6,19,0,14.775581088962213,20.664459047295093
scramble,9,UGC09133,2,64,2,763.7538753759912,797.0249400428686
scramble,9,UGC10310,9,7,0,0.3577871591105815,4.249607457221208
scramble,9,UGC11455,6,33,0,59.376254222438426,66.36926934537139
scramble,9,UGC11914,2,63,2,340.10104574023734,373.2461235513696
scramble,9,UGC12506,6,31,0,16.443370247655665,23.311344656625955
scramble,9,UGC12632,9,15,0,0.6732478011649206,6.08934820336934
scramble,9,UGCA442,9,8,0,2.312400055825631,6.471283139185303
scramble,10,ESO079-G014,4,15,0,10.710874852256795,16.126975254461215
scramble,10,ESO116-G012,7,15,0,13.649577173277207,19.065677575481626
scramble,10,ESO563-G021,4,27,1,157.63085825115314,174.11004258117478
scramble,10,F568-V1,7,15,0,0.947413480327201,6.363513882531621
scramble,10,F571-8,5,9,0,11.747615863431399,16.14206501810384
scramble,10,F571-V1,7,7,0,0.0866684429603347,3.978488741070961
scramble,10,F574-1,7,14,0,0.9190241454768759,6.197138804707393
scramble,10,F583-1,9,25,0,11.481540536502214,17.919292186238614
scramble,10,IC2574,9,34,0,45.42455924190134,52.47728029113367
scramble,10,IC4202,4,29,2,47.18255004708702,74.12091668697882
scramble,10,NGC0024,5,29,0,25.07144386057112,31.806035520544068
scramble,10,NGC0055,9,21,0,11.816656047995362,17.905700923442208
scramble,10,NGC0100,6,21,0,6.0536092163338635,12.14265409178071
scramble,10,NGC0247,7,26,2,232.851199623339,258.91597192751084
scramble,10,NGC0289,4,28,0,55.25930069439442,61.923709714744824
scramble,10,NGC0300,7,25,0,15.686679381036319,22.12443103077272
scramble,10,NGC0801,5,11,1,138.13351888907022,150.12299525306207
scramble,10,NGC0891,3,14,0,28.200165266597782,33.478279925828296
scramble,10,NGC1003,6,36,0,123.35172085720615,130.51875873411836
scramble,10,NGC1090,4,22,0,69.26547007481227,75.4475549815289
scramble,10,NGC2403,6,73,2,1509.0820034571575,1543.4056789863446
scramble,10,NGC2683,3,11,0,8.04514974815782,12.840940293754562
scramble,10,NGC2841,3,50,1,299.2807409355433,318.84085596268403
scramble,10,NGC2903,4,29,2,51.36867875009167,78.30704538998346
scramble,10,NGC2976,5,24,0,24.266743509793052,30.622851170488943
scramble,10,NGC2998,5,13,1,71.68838415000035,84.51313093730803
scramble,10,NGC3109,9,25,0,40.513939527201025,46.95169117693742
scramble,10,NGC3198,5,40,0,69.83641816975859,77.21417707798646
scramble,10,NGC3521,4,41,0,17.31372867445934,24.74087280786796
scramble,10,NGC3726,5,12,0,27.80699858768989,32.77681188726589
scramble,10,NGC3769,3,11,0,5.591756531531426,10.387547077128168
scramble,10,NGC3877,5,11,0,8.413850922422549,13.20964146801929
scramble,10,NGC3893,5,10,0,1.8257434070577299,6.430913593045822
scramble,10,NGC3917,6,16,0,5.731605949261253,11.276783393740814
scramble,10,NGC3949,4,7,0,2.5638664730964305,6.455686771207057
scramble,10,NGC3953,4,8,0,1.0194063191298655,5.178289402489537
scramble,10,NGC3972,4,10,0,5.001087502156942,9.606257688145034
scramble,10,NGC3992,4,9,0,5.408971203910437,9.803420358582876
scramble,10,NGC4010,7,12,0,14.279366182550849,19.24917948212685
scramble,10,NGC4013,3,36,0,87.29327469540442,94.46031257231664
scramble,10,NGC4051,4,7,0,2.887484575912118,6.779304874022745
scramble,10,NGC4085,5,5,0,0.26385323846219094,3.4827290633303916
scramble,10,NGC4088,4,9,0,1.6008742399096922,5.995323394582131
scramble,10,NGC4100,4,24,0,12.30338138929848,18.65948904999437
scramble,10,NGC4157,3,15,0,3.1106514694919483,8.52675187169637
scramble,10,NGC4183,6,23,0,11.465400277498338,17.73638870935664
scramble,10,NGC4217,3,11,0,4.0909046043818815,8.886695149978623
scramble,10,NGC4559,6,32,0,7.918549924672252,14.850021730271706
scramble,10,NGC5005,4,13,0,0.15110337602972027,5.281002090952794
scramble,10,NGC5033,5,20,1,96.43429299543683,111.4129543632068
scramble,10,NGC5055,4,22,1,70.26710798318798,85.72232024997956
scramble,10,NGC5371,4,19,2,182.8045462350143,206.36005806834584
scramble,10,NGC5585,7,24,1,145.14647521103478,161.0367443627745
scramble,10,NGC5907,5,19,2,175.21693763055623,198.77244946388777
scramble,10,NGC5985,3,33,0,74.89441459148934,81.8874297144223
scramble,10,NGC6015,6,44,2,834.7675734301276,865.0410905014737
scramble,10,NGC6195,3,20,0,13.58145195960189,19.572916506709873
scramble,10,NGC6503,6,31,2,117.71754916484522,145.1894468007264
scramble,10,NGC6674,3,15,1,1073.878685421546,1087.418936427057
scramble,10,NGC6946,6,55,0,60.33054884308194,68.34521521354688
scramble,10,NGC7331,3,28,0,17.851706371302775,24.516115391653184
scramble,10,NGC7814,2,16,0,16.09273770839743,21.637915152876992
scramble,10,UGC00128,8,22,2,195.98707026651107,220.7154098933776
scramble,10,UGC01281,8,25,0,3.878860627588521,10.316612277324921
scramble,10,UGC02259,8,8,1,5.171862607583739,15.569070315982918
scramble,10,UGC02885,5,19,0,45.21093742685978,51.099815385192656
scramble,10,UGC02916,2,32,2,795.0214564084624,822.7473436308602
scramble,10,UGC02953,2,106,2,1732.8726200751057,1770.1801328280023
scramble,10,UGC03205,2,46,2,355.9560033893481,386.5851345612609
scramble,10,UGC04278,7,25,0,12.693954306880048,19.13170595661645
scramble,10,UGC04325,9,8,0,1.627319725781671,5.786202809141343
scramble,10,UGC04499,8,9,0,0.8433039760784714,5.23775313075091
scramble,10,UGC05253,2,73,1,1015.9368759229433,1037.3891731286853
scramble,10,UGC05716,9,12,2,10.49670228311117,30.375955481415172
scramble,10,UGC05721,7,23,0,7.177472353343969,13.448460785202268
scramble,10,UGC05986,9,15,2,9.951775577176061,31.61617718599374
scramble,10,UGC06399,9,9,0,0.39715221315653726,4.791601367828976
scramble,10,UGC06446,7,17,0,5.143037677401556,10.809464365513989
scramble,10,UGC06667,6,9,0,0.8589453597542529,5.253394514426692
scramble,10,UGC06787,2,55,1,977.9605601654883,997.9972260916506
scramble,10,UGC06818,9,8,0,12.478430668951699,16.63731375231137
scramble,10,UGC06917,9,11,0,1.3377650712844864,6.133555616881228
scramble,10,UGC06930,7,10,0,1.2697848114277432,5.874954997415835
scramble,10,UGC06983,6,17,0,3.316914388539099,8.98334107665153
scramble,10,UGC07125,9,13,0,3.6329520254346166,8.76285074035769
scramble,10,UGC07151,6,11,0,3.7968092376618587,8.5925997832586
scramble,10,UGC07261,8,7,0,2.037956473716142,5.929776771826768
scramble,10,UGC07399,8,10,0,6.496893626923374,11.102063812911465
scramble,10,UGC07524,9,31,1,3.6766835584099904,20.84661958083572
scramble,10,UGC07603,7,12,0,3.167371998779344,8.137185298355345
scramble,10,UGC08286,6,17,0,17.473506331505362,23.139933019617793
scramble,10,UGC08490,9,30,0,12.676715616530908,19.479110379855218
scramble,10,UGC08550,7,11,0,8.20397983231017,12.999770377906911
scramble,10,UGC08699,2,37,2,108.12117320872484,137.00851650987863
scramble,10,UGC09037,6,19,0,18.13758863998558,24.02646659831846
scramble,10,UGC09133,2,64,2,1398.3325872991102,1431.6036519659876
scramble,10,UGC10310,9,7,0,0.6382801165473017,4.5301004146579285
scramble,10,UGC11455,6,33,1,58.62385381941743,76.10639162674983
scramble,10,UGC11914,2,63,2,230.36153697625724,263.5066147873895
scramble,10,UGC12506,6,31,0,17.076185634561185,23.944160043531475
scramble,10,UGC12632,9,15,0,0.7561114536248332,6.172211855829254
scramble,10,UGCA442,9,8,0,6.113423065727751,10.272306149087424
scramble,11,ESO079-G014,4,15,0,11.40048507938149,16.81658548158591
scramble,11,ESO116-G012,7,15,1,13.2422164527939,26.78246745830495
scramble,11,ESO563-G021,4,27,2,82.80870171647868,109.17539664451331
scramble,11,F568-V1,7,15,0,1.0597048396861362,6.475805241890557
scramble,11,F571-8,5,9,0,12.033483514358624,16.427932669031062
scramble,11,F571-V1,7,7,0,0.08952568768785028,3.9813459857984768
scramble,11,F574-1,7,14,0,5.691334419285365,10.969449078515883
scramble,11,F583-1,9,25,0,2.988932551112746,9.426684200849147
scramble,11,IC2574,9,34,1,129.35614724091147,146.98794986399227
scramble,11,IC4202,4,29,1,28.8080070166258,45.64448616655817
scramble,11,NGC0024,5,29,0,12.280782740693862,19.01537440066681
scramble,11,NGC0055,9,21,0,11.860214082086687,17.949258957533534
scramble,11,NGC0100,6,21,0,4.556835071600997,10.645879947047842
scramble,11,NGC0247,7,26,2,361.4566660782498,387.52143838242165
scramble,11,NGC0289,4,28,2,50.73709665868692,77.39473274008856
scramble,11,NGC0300,7,25,1,12.634191903853788,28.728571028194793
scramble,11,NGC0801,5,11,1,104.51809150225422,116.50756786624608
scramble,11,NGC0891,3,14,0,28.95023091167221,34.228345570902725
scramble,11,NGC1003,6,36,0,116.92349379175803,124.09053166867025
scramble,11,NGC1090,4,22,1,67.3207919947353,82.77600426152688
scramble,11,NGC2403,6,73,2,2244.4245386884913,2278.7482142176787
scramble,11,NGC2683,3,11,0,8.873084496379251,13.668875041975992
scramble,11,NGC2841,3,50,0,310.3357074665815,318.1597534774378
scramble,11,NGC2903,4,29,0,111.98742056951053,118.72201222948348
scramble,11,NGC2976,5,24,0,5.074747306308991,11.430854967004883
scramble,11,NGC2998,5,13,2,75.84011831441978,96.35971317411207
scramble,11,NGC3109,9,25,0,20.67181470610417,27.10956635584057
scramble,11,NGC3198,5,40,0,75.39877542754903,82.7765343357769
scramble,11,NGC3521,4,41,0,24.716092484504316,32.14323661791293
scramble,11,NGC3726,5,12,0,15.025244909196815,19.995058208772814
scramble,11,NGC3769,3,11,0,5.501175431490308,10.29696597708705
scramble,11,NGC3877,5,11,0,7.300909455245591,12.096700000842333
scramble,11,NGC3893,5,10,0,2.4942607658537113,7.0994309518418035
scramble,11,NGC3917,6,16,0,5.8796860040497005,11.424863448529262
scramble,11,NGC3949,4,7,0,0.9911957005743253,4.883015998684952
scramble,11,NGC3953,4,8,0,1.0521485161606177,5.21103159952029
scramble,11,NGC3972,4,10,0,4.193021592265443,8.798191778253535
scramble,11,NGC3992,4,9,0,4.350185375936828,8.744634530609268
scramble,11,NGC4010,7,12,0,13.041504300476882,18.011317600052884
scramble,11,NGC4013,3,36,0,79.72947431784152,86.89651219475374
scramble,11,NGC4051,4,7,0,1.4635834124362093,5.3554037105468355
scramble,11,NGC4085,5,5,0,0.43647798458717035,3.655353809455371
scramble,11,NGC4088,4,9,0,1.6858654969230793,6.080314651595518
scramble,11,NGC4100,4,24,0,13.649472822451365,20.005580483147256
scramble,11,NGC4157,3,15,0,3.044218841714058,8.460319243918478
scramble,11,NGC4183,6,23,0,12.089821508479734,18.360809940338033
scramble,11,NGC4217,3,11,0,5.138101695915049,9.93389224151179
scramble,11,NGC4559,6,32,0,8.624538694353856,15.55601049995331
scramble,11,NGC5005,4,13,0,0.1608672511183396,5.2907659660414135
scramble,11,NGC5033,5,20,0,38.78577316318598,44.77723771029396
scramble,11,NGC5055,4,22,1,110.88439689324757,126.33960916003915
scramble,11,NGC5371,4,19,2,223.57196624125118,247.1274780745827
scramble,11,NGC5585,7,24,1,94.85468314006653,110.74495229180626
scramble,11,NGC5907,5,19,1,436.4304254380123,451.15262033384454
scramble,11,NGC5985,3,33,0,61.46557998490284,68.4585951078358
scramble,11,NGC6015,6,44,2,915.8121406572802,946.0856577286263
scramble,11,NGC6195,3,20,0,25.99282285643242,31.9842874035404
scramble,11,NGC6503,6,31,1,181.36394665895767,198.5338826813834
scramble,11,NGC6674,3,15,1,886.6619678410607,900.2022188465718
scramble,11,NGC6946,6,55,0,53.226067541016775,61.24073391148172
scramble,11,NGC7331,3,28,0,15.0166591721907,21.681068192541108
scramble,11,NGC7814,2,16,0,14.921854888417286,20.46703233289685
scramble,11,UGC00128,8,22,0,165.14998206907075,171.33206697578737
scramble,11,UGC01281,8,25,0,19.90283256111425,26.34058421085065
scramble,11,UGC02259,8,8,0,20.38851789046464,24.547400973824313
scramble,11,UGC02885,5,19,0,57.82342345617378,63.712301414506655
scramble,11,UGC02916,2,32,2,414.52421476450525,442.2501019869031
scramble,11,UGC02953,2,106,2,3331.442559950704,3368.7500727036004
scramble,11,UGC03205,2,46,2,306.0546597796466,336.6837909515594
scramble,11,UGC04278,7,25,0,22.17295405957166,28.61070570930806
scramble,11,UGC04325,9,8,0,2.378572481418458,6.53745556477813
scramble,11,UGC04499,8,9,0,1.1330303579489536,5.527479512621393
scramble,11,UGC05253,2,73,0,344.66825696766267,353.24917584995944
scramble,11,UGC05716,9,12,1,9.411639226468631,21.83617247540863
scramble,11,UGC05721,7,23,0,16.031069719007697,22.302058150865996
scramble,11,UGC05986,9,15,1,8.75628116491605,22.2965321704271
scramble,11,UGC06399,9,9,0,0.27071110331685583,4.665160257989295
scramble,11,UGC06446,7,17,0,4.963487569669469,10.629914257781902
scramble,11,UGC06667,6,9,0,0.690642938621829,5.085092093294268
scramble,11,UGC06787,2,55,2,685.5058050446556,717.5644705265154
scramble,11,UGC06818,9,8,1,8.173656573359144,18.570864281758325
scramble,11,UGC06917,9,11,0,1.657006543363097,6.452797088959838
scramble,11,UGC06930,7,10,0,1.738833023359886,6.344003209347978
scramble,11,UGC06983,6,17,0,4.78903399147375,10.455460679586182
scramble,11,UGC07125,9,13,0,3.4478173559723073,8.57771607089538
scramble,11,UGC07151,6,11,1,3.7828298765165442,15.772306240508398
scramble,11,UGC07261,8,7,0,1.7281227095478824,5.619943007658509
scramble,11,UGC07399,8,10,1,0.7387193380154139,12.251644802985645
scramble,11,UGC07524,9,31,0,9.17332044470588,16.04129485367617
scramble,11,UGC07603,7,12,0,2.3714400081207327,7.341253307696734
scramble,11,UGC08286,6,17,0,18.86731288168271,24.533739569795145
scramble,11,UGC08490,9,30,0,12.917521039235211,19.719915802559523
scramble,11,UGC08550,7,11,0,9.625468875672878,14.42125942126962
scramble,11,UGC08699,2,37,2,99.19177470703559,128.0791180081894
scramble,11,UGC09037,6,19,0,27.451930432916942,33.34080839124982
scramble,11,UGC09133,2,64,1,1057.5883218162312,1078.3827372330295
scramble,11,UGC10310,9,7,0,0.49160058130310313,4.3834208794137295
scramble,11,UGC11455,6,33,1,46.04122909282553,63.52376690015794
scramble,11,UGC11914,2,63,0,310.3424090514983,318.62867850428137
scramble,11,UGC12506,6,31,0,20.077206637472138,26.94518104644243
scramble,11,UGC12632,9,15,0,0.4760475100555335,5.892147912259953
scramble,11,UGCA442,9,8,0,6.3199628804644625,10.478845963824135
scramble,12,ESO079-G014,4,15,0,18.329298852008705,23.745399254213126
scramble,12,ESO116-G012,7,15,0,10.287883668595581,15.7039840708
scramble,12,ESO563-G021,4,27,1,97.04580392538254,113.5249882554042
scramble,12,F568-V1,7,15,0,1.0823395312818977,6.498439933486318
scramble,12,F571-8,5,9,0,14.631955758109667,19.026404912782105
scramble,12,F571-V1,7,7,0,0.0933203026811972,3.9851406007918238
scramble,12,F574-1,7,14,0,0.3622592831806627,5.64037394241118
scramble,12,F583-1,9,25,0,5.438570614625729,11.87632226436213
scramble,12,IC2574,9,34,2,80.8612402981953,109.0721244951246
scramble,12,IC4202,4,29,2,41.567438932096394,68.50580557198819
scramble,12,NGC0024,5,29,0,24.56511940751477,31.29971106748772
scramble,12,NGC0055,9,21,0,23.401012337244595,29.49005721269144
scramble,12,NGC0100,6,21,0,4.03153554263036,10.120580418077207
scramble,12,NGC0247,7,26,2,45.74463611571368,71.80940841988554
scramble,12,NGC0289,4,28,1,74.60743192370363,91.26845447457964
scramble,12,NGC0300,7,25,0,21.46949106259803,27.907242712334433
scramble,12,NGC0801,5,11,2,100.95024664320837,120.13340882559534
scramble,12,NGC0891,3,14,1,27.911699393194425,41.106986041270716
scramble,12,NGC1003,6,36,1,126.33576538966827,144.2533600819488
scramble,12,NGC1090,4,22,1,64.74433025206724,80.19954251885882
scramble,12,NGC2403,6,73,2,1532.927946032656,1567.2516215618432
scramble,12,NGC2683,3,11,0,3.083498306914237,7.879288852510978
scramble,12,NGC2841,3,50,0,425.8011355373102,433.6251815481665
scramble,12,NGC2903,4,29,1,231.76103484005714,248.5975139899895
scramble,12,NGC2976,5,24,0,17.76891735350877,24.12502501420466
scramble,12,NGC2998,5,13,2,98.01438307367528,118.53397793336757
scramble,12,NGC3109,9,25,1,13.37987237691946,29.47425150126046
scramble,12,NGC3198,5,40,1,75.98573912674556,94.43013639731524
scramble,12,NGC3521,4,41,0,24.347637995182467,31.774782128591085
scramble,12,NGC3726,5,12,0,36.67886039845351,41.64867369802951
scramble,12,NGC3769,3,11,0,3.921845731018309,8.71763627661505
scramble,12,NGC3877,5,11,0,7.865515664009292,12.661306209606034
scramble,12,NGC3893,5,10,0,2.823981615772291,7.429151801760383
scramble,12,NGC3917,6,16,0,3.9053921683775026,9.450569612857064
scramble,12,NGC3949,4,7,0,2.355301170124748,6.247121468235374
scramble,12,NGC3953,4,8,0,1.1226264779283022,5.281509561287974
scramble,12,NGC3972,4,10,0,9.579489326748211,14.184659512736303
scramble,12,NGC3992,4,9,0,4.142460193030217,8.536909347702657
scramble,12,NGC4010,7,12,0,29.549963947798936,34.51977724737494
scramble,12,NGC4013,3,36,0,61.83492377879873,69.00196165571096
scramble,12,NGC4051,4,7,0,2.5160450712034184,6.407865369314045
scramble,12,NGC4085,5,5,0,0.7819098504996955,4.000785675367896
scramble,12,NGC4088,4,9,0,1.8820663899511294,6.276515544623568
scramble,12,NGC4100,4,24,0,15.090029096521842,21.446136757217733
scramble,12,NGC4157,3,15,0,2.543055146559614,7.959155548764034
scramble,12,NGC4183,6,23,0,13.776885046891579,20.047873478749878
scramble,12,NGC4217,3,11,0,5.906686406296744,10.702476951893486
scramble,12,NGC4559,6,32,0,8.786177648855134,15.717649454454587
scramble,12,NGC5005,4,13,0,0.09940878164454242,5.229307496567616
scramble,12,NGC5033,5,20,1,65.5162584202966,80.49491978806655
scramble,12,NGC5055,4,22,2,74.96075497620524,99.68909460307177
scramble,12,NGC5371,4,19,2,216.00418332167806,239.5596951550096
scramble,12,NGC5585,7,24,2,223.82213936923648,249.24657001202004
scramble,12,NGC5907,5,19,1,194.79799139894962,209.5201862947818
scramble,12,NGC5985,3,33,0,76.73251282177623,83.72552794470919
scramble,12,NGC6015,6,44,2,849.6178532766507,879.8913703479968
scramble,12,NGC6195,3,20,0,26.15065178237651,32.142116329484494
scramble,12,NGC6503,6,31,0,73.61877394584566,80.48674835481596
scramble,12,NGC6674,3,15,0,884.6168943327884,890.0329947349928
scramble,12,NGC6946,6,55,0,72.41995191909417,80.43461828955911
scramble,12,NGC7331,3,28,0,18.52776355035711,25.19217257070752
scramble,12,NGC7814,2,16,0,17.941358218652358,23.48653566313192
scramble,12,UGC00128,8,22,2,197.51380988403605,222.24214951090258
scramble,12,UGC01281,8,25,0,12.160729833762385,18.598481483498787
scramble,12,UGC02259,8,8,1,5.8931870993442494,16.29039480774343
